#score	card name	comments
0.0182518	Kagemaro, First to Suffer	comment
0.018126	Chilling Shade	comment
0.0180179	Darksteel Colossus	comment
0.0179349	Enduring Renewal	comment
0.0179175	Plague Sliver	comment
0.017858	Hoodwink	comment
0.0178204	Rushing River	comment
0.0177683	Mind's Desire	comment
0.0174719	Fire Whip	comment
0.0174618	Wall of Blossoms	comment
0.0174117	Rendclaw Trow	implemented
0.0174117	Odious Trow	comment
0.0174117	Bant Sureblade	implemented
0.0173742	Deity of Scars	comment
0.0173064	Viashino Sandstalker	comment
0.0172839	Sleight of Mind	comment
0.0172376	Wildfire Emissary	comment
0.0172031	Stoic Angel	comment
0.0171242	Aeolipile	comment
0.0170597	Spark Spray	comment
0.016966	Nether Spirit	comment
0.0169622	Indrik Stomphowler	comment
0.0169001	Overwhelming Intellect	comment
0.0169001	Oboro, Palace in the Clouds	comment
0.0167256	Moonglove Winnower	implemented
0.0167256	Gaea's Herald	comment
0.0167256	Elven Riders	comment
0.0166863	Order of the Ebon Hand	comment
0.0166163	Violent Ultimatum	comment
0.0164451	Squeaking Pie Sneak	comment
0.0163986	Guardians of Akrasa	implemented
0.0163875	Mystic Remora	comment
0.0163825	Stasis	comment
0.0163282	Nantuko Vigilante	comment
0.0163282	Mountain Valley	comment
0.0163282	Mire Boa	implemented
0.0162855	Simic Growth Chamber	comment
0.0162342	Stir the Grave	comment
0.0162342	Myojin of Night's Reach	comment
0.0162342	Ethereal Haze	comment
0.0162289	Ethercaste Knight	implemented
0.0162289	Esper Cormorants	implemented
0.0161665	Violent Eruption	comment
0.0161665	Rakdos Carnarium	comment
0.0161665	Gruul Turf	comment
0.0159879	Constricting Tendrils	comment
0.0159879	Aven Trailblazer	comment
0.0159263	Hunting Triad	comment
0.0159111	Multani, Maro-Sorcerer	comment
0.0159111	Crosis, the Purger	comment
0.0159111	Ashes to Ashes	comment
0.0159111	Ascendant Evincar	comment
0.0158808	Circle of Protection: Black	comment
0.0158013	Moonglove Extract	implemented
0.0156433	Sphinx Summoner	comment
0.0156433	Master Transmuter	comment
0.0156433	Etherium Astrolabe	comment
0.0155945	Rath's Edge	comment
0.0154869	Moldervine Cloak	comment
0.0154748	Bant Panorama	comment
0.0154385	Brawn	comment
0.0152841	Possessed Portal	comment
0.0152792	Dwarven Soldier	comment
0.0151659	Unwilling Recruit	comment
0.0151264	Slave of Bolas	implemented
0.0151072	Icatian Javelineers	comment
0.01498	Yawning Fissure	comment
0.01498	Spellbook	comment
0.01498	Serpent of the Endless Sea	comment
0.01498	Burst of Speed	comment
0.0149369	Woodland Changeling	implemented
0.0149369	Knight Errant	comment
0.0149369	Grizzly Bears	implemented
0.0149369	Fresh Volunteers	comment
0.0149369	Forest Bear	comment
0.0149369	Bear Cub	comment
0.0149369	Barbary Apes	comment
0.0149369	Balduvian Bears	comment
0.0148944	Behemoth's Herald	comment
0.0148205	Overgrowth	comment
0.0148205	Impromptu Raid	comment
0.0148205	Dramatic Entrance	comment
0.0147374	Absorb	implemented
0.0146819	Zo-Zu the Punisher	comment
0.0146819	Voracious Dragon	comment
0.0146819	Skirk Marauder	comment
0.0146819	Rakka Mar	comment
0.0146819	Predator Dragon	implemented
0.0146819	Jinxed Choker	comment
0.0146819	Goblin Recruiter	comment
0.0146819	Goblin Grappler	comment
0.0146819	Goblin Goon	comment
0.0146819	Cryoclasm	comment
0.0146819	Clickslither	comment
0.0146819	Boiling Seas	comment
0.0145351	Rending Vines	comment
0.0145351	Recollect	comment
0.0145351	Reclaim	comment
0.0145351	Dosan the Falling Leaf	comment
0.0144129	Kathari Screecher	comment
0.0144129	Dawnray Archer	comment
0.01434	Voice of Law	comment
0.01434	Karoo	comment
0.01434	Angelic Page	comment
0.0142957	Proclamation of Rebirth	comment
0.0142458	Undead Slayer	comment
0.0142458	Trumpet Blast	implemented
0.0142458	Sage Owl	comment
0.0142458	Raging Goblin	implemented
0.0142458	Phantom Warrior	implemented
0.0142458	Panic Attack	comment
0.0142365	Vedalken Aethermage	comment
0.0142365	Shuko	comment
0.0142365	Anger	comment
0.0142074	Kismet	comment
0.0141475	Kederekt Parasite	comment
0.0141471	Wheel of Fate	comment
0.0141471	Vexing Sphinx	comment
0.0141471	Living End	comment
0.0139532	Protean Hulk	comment
0.0139532	Flash	comment
0.0138137	Obsidian Acolyte	comment
0.0138137	Holy Light	comment
0.0136845	Horned Turtle	implemented
0.0136026	Anurid Brushhopper	comment
0.0135473	Memory Plunder	comment
0.0134034	Scalding Tongs	comment
0.0134034	Mogg Conscripts	comment
0.0134034	Kindle	comment
0.0134034	Giant Strength	comment
0.0134034	Canyon Wildcat	implemented
0.0132854	Thawing Glaciers	comment
0.0132854	Dissipate	comment
0.0132694	Slice and Dice	comment
0.0131367	Warren Pilferers	comment
0.0131367	Twisted Abomination	comment
0.0130138	Kaervek's Spite	comment
0.0128837	Tar Fiend	comment
0.0127548	Urborg	comment
0.0127548	Hammerheim	comment
0.0127465	Spectral Force	comment
0.0126736	Vesuva	comment
0.0126286	Rout	comment
0.0126232	Tranquil Domain	comment
0.0126232	Mangara's Blessing	comment
0.0126232	Derelor	comment
0.0125582	Obelisk of Bant	comment
0.0124969	Duplicant	comment
0.0124778	Vesuvan Shapeshifter	comment
0.0123462	Peat Bog	comment
0.0122522	Viashino Spearhunter	implemented
0.0122522	Rod of Ruin	comment
0.0122522	Nightmare	comment
0.0122522	Inferno Elemental	comment
0.0122522	Drudge Skeletons	comment
0.0121218	Heartwood Storyteller	comment
0.0120084	Shivan Dragon	implemented
0.0120084	Oakenform	comment
0.0120084	Howl of the Night Pack	comment
0.0120084	Entangling Vines	comment
0.0120084	Craw Wurm	implemented
0.0119255	Putrid Imp	comment
0.0118883	Orim's Thunder	comment
0.0118883	Fiery Justice	comment
0.0117618	Stinkdrinker Bandit	comment
0.0117618	Prickly Boggart	implemented
0.0117618	Oona's Prowler	comment
0.0117618	Oona's Blackguard	comment
0.0117618	Nightshade Stinger	implemented
0.0117618	Frogtosser Banneret	comment
0.0117618	Festering Goblin	comment
0.0117299	Shadowmage Infiltrator	implemented
0.0117265	Fatal Frenzy	comment
0.0117059	Epochrasite	comment
0.0116442	Peer Through Depths	comment
0.0115277	Resounding Silence	comment
0.0114991	Resounding Wave	comment
0.0114199	Novijen, Heart of Progress	comment
0.0114162	Titania's Song	comment
0.0112581	Yoked Plowbeast	comment
0.0112581	Naya Battlemage	comment
0.0112277	Premature Burial	comment
0.0111926	Watcher Sliver	comment
0.0111926	Ward Sliver	comment
0.0111926	Victual Sliver	comment
0.0111926	Venser's Sliver	comment
0.0111926	Vampiric Sliver	comment
0.0111926	Toxin Sliver	comment
0.0111926	Talon Sliver	comment
0.0111926	Synchronous Sliver	comment
0.0111926	Synapse Sliver	comment
0.0111926	Spitting Sliver	comment
0.0111926	Spectral Sliver	comment
0.0111926	Sliver Overlord	comment
0.0111926	Sliver Legion	comment
0.0111926	Shifting Sliver	comment
0.0111926	Sedge Sliver	comment
0.0111926	Root Sliver	comment
0.0111926	Quilled Sliver	comment
0.0111926	Quick Sliver	comment
0.0111926	Pulmonic Sliver	comment
0.0111926	Psionic Sliver	comment
0.0111926	Opaline Sliver	comment
0.0111926	Necrotic Sliver	comment
0.0111926	Mnemonic Sliver	comment
0.0111926	Mistform Sliver	comment
0.0111926	Mindwhip Sliver	comment
0.0111926	Might Sliver	comment
0.0111926	Metallic Sliver	comment
0.0111926	Magma Sliver	comment
0.0111926	Hunter Sliver	comment
0.0111926	Horned Sliver	comment
0.0111926	Grand Coliseum	comment
0.0111926	Ghostflame Sliver	comment
0.0111926	Gemhide Sliver	comment
0.0111926	Fury Sliver	comment
0.0111926	Fungus Sliver	comment
0.0111926	Frenzy Sliver	comment
0.0111926	Frenetic Sliver	comment
0.0111926	Firewake Sliver	comment
0.0111926	Dormant Sliver	comment
0.0111926	Dementia Sliver	comment
0.0111926	Crypt Sliver	comment
0.0111926	Clot Sliver	comment
0.0111926	Cautery Sliver	comment
0.0111926	Brood Sliver	comment
0.0111926	Blade Sliver	comment
0.0111926	Battering Sliver	comment
0.0111926	Barbed Sliver	comment
0.0111926	Armor Sliver	comment
0.0111926	Acidic Sliver	comment
0.011189	Time Stretch	comment
0.0111708	Godsire	implemented
0.0110599	Nullmage Shepherd	comment
0.0109943	Kiss of the Amesha	implemented
0.0109663	Flameblast Dragon	implemented
0.0109627	Chain of Plasma	comment
0.0109011	Old Man of the Sea	comment
0.010755	Serra Advocate	comment
0.010755	Blinding Angel	comment
0.0107516	Goblin Lookout	comment
0.0107375	Sapseep Forest	comment
0.0105706	Punish Ignorance	comment
0.0104323	Sphere of Law	comment
0.0104323	Simic Sky Swallower	implemented
0.0104323	Return to Dust	comment
0.0104323	Mana Severance	comment
0.0104323	Dismantling Blow	comment
0.0104323	Complicate	comment
0.0103603	Thrill of the Hunt	comment
0.0103246	Skarrg, the Rage Pits	comment
0.0103246	Rumbling Slum	implemented
0.010218	Rain of Gore	comment
0.010218	Obelisk of Grixis	comment
0.010218	Lich's Mirror	comment
0.01007	Dodecapod	comment
0.0100526	Rathi Dragon	comment
0.0100212	Persuasion	comment
0.0100179	Graveborn Muse	comment
0.0100147	Pine Barrens	comment
0.0100147	Hermit Druid	comment
0.00997807	Seedborn Muse	comment
0.00997022	Deadly Insect	comment
0.00981856	Mortify	implemented
0.00978139	Riptide Laboratory	comment
0.00972038	Shrieking Grotesque	comment
0.00972038	Shred Memory	comment
0.00972038	Evincar's Justice	comment
0.00970432	Draining Whelk	implemented
0.00964447	Marble Chalice	comment
0.00962631	Karrthus, Tyrant of Jund	comment
0.00961792	Riftsweeper	comment
0.00960334	Cenn's Enlistment	comment
0.00955988	Iwamori of the Open Fist	comment
0.00953687	Outrider of Jhess	implemented
0.00943475	Twinblade Slasher	implemented
0.00943475	Thornweald Archer	implemented
0.00943475	Sylvan Messenger	comment
0.00943475	Steely Resolve	comment
0.00943475	Slate of Ancestry	comment
0.00943475	Seeker of Skybreak	comment
0.00943475	Rhys the Redeemed	comment
0.00943475	Patriarch's Bidding	comment
0.00943475	Masked Admirers	comment
0.00943475	Llanowar Mentor	comment
0.00943475	Elvish Vanguard	comment
0.00943475	Eladamri, Lord of Leaves	comment
0.00943475	Diabolic Intent	comment
0.00943475	Caller of the Claw	comment
0.00943475	Bloodline Shaman	comment
0.0093404	Grave-Shell Scarab	comment
0.00933736	Proteus Machine	comment
0.00933736	Abandoned Outpost	comment
0.00924398	Thoughts of Ruin	comment
0.00916273	Vengeful Dreams	comment
0.00916273	Moment's Peace	comment
0.00916273	Mirari's Wake	comment
0.00916273	Compulsion	comment
0.0089665	Hand of Cruelty	comment
0.00887684	Voidmage Prodigy	comment
0.0087938	Lord of Extinction	implemented
0.00878787	Pull from Eternity	comment
0.00870019	Lim-Dul's Vault	comment
0.0086718	Recoil	implemented
0.00862315	Furystoke Giant	comment
0.0086188	Desertion	comment
0.0086046	Diamond Valley	comment
0.00856536	Arbiter of Knollridge	comment
0.00844178	Nekrataal	comment
0.00844178	Fallen Askari	comment
0.00844178	Choking Sands	comment
0.00835998	Forbidding Watchtower	comment
0.00819123	Recall	comment
0.00818848	Vulshok Sorcerer	comment
0.00818848	Stigma Lasher	comment
0.00818848	Slith Firewalker	comment
0.00818848	Beacon of Destruction	implemented
0.00813338	Spell Burst	comment
0.00811443	Winged Coatl	implemented
0.00811443	Vedalken Heretic	comment
0.00811443	Vectis Dominator	comment
0.00811443	Valiant Guard	implemented
0.00811443	Tukatongue Thallid	comment
0.00811443	Soul's Majesty	implemented
0.00811443	Naya Hushblade	implemented
0.00811443	Messenger Falcons	implemented
0.00811443	Illusory Demon	comment
0.00811443	Frontline Sage	comment
0.00811443	Esper Sojourners	comment
0.00811443	Crystallization	comment
0.00811443	Cathartic Adept	comment
0.00811443	Bone Saw	comment
0.00811443	Aven Squire	implemented
0.0079595	Resounding Scream	comment
0.00795036	Cephalid Sage	comment
0.00794777	Goblin Raider	implemented
0.00787343	Wandering Goblins	comment
0.00787343	Vagrant Plowbeasts	comment
0.00787343	Sylvan Bounty	comment
0.00787343	Stormcaller's Boon	comment
0.00787343	Skyward Eye Prophets	comment
0.00787343	Shield of the Righteous	implemented
0.00787343	Shard Convergence	comment
0.00787343	Sangrite Backlash	comment
0.00787343	Rhox Brute	implemented
0.00787343	Quietus Spike	implemented
0.00787343	Paragon of the Amesha	comment
0.00787343	Jund Sojourners	comment
0.00787343	Gorger Wurm	comment
0.00787343	Fiery Fall	comment
0.00787343	Drumhunter	comment
0.00787343	Drastic Revelation	comment
0.00787343	Deadshot Minotaur	comment
0.00787343	Cumber Stone	implemented
0.00787343	Banewasp Affliction	comment
0.00787343	Aerie Mystics	comment
0.00766349	Puca's Mischief	comment
0.00756072	Wydwen, the Biting Gale	comment
0.00748511	Aeon Chronicler	comment
0.00744719	Radiant Kavu	comment
0.00740784	Safewright Quest	comment
0.00740784	Qasali Ambusher	comment
0.00726279	Gerrard's Verdict	comment
0.00721825	Faerie Trickery	comment
0.00717	Urza's Incubator	comment
0.00717	Radiant, Archangel	comment
0.00717	Pearl Medallion	comment
0.00717	Angel of Mercy	comment
0.00717	Angelic Protector	comment
0.00713138	Chainer's Edict	comment
0.00711827	Tunnel Vision	comment
0.00707353	Izzet Chronarch	comment
0.00689495	Seed Spark	comment
0.0067694	Call to Heel	comment
0.00670461	Mistveil Plains	comment
0.00670389	Thunderblust	comment
0.00670389	Rolling Thunder	comment
0.00670389	Rakdos Guildmage	implemented
0.00670389	Lava Dart	comment
0.00670389	Hostility	comment
0.00670389	Guerrilla Tactics	comment
0.00670389	Gruul Guildmage	comment
0.00670389	Emberwilde Augur	comment
0.00670389	Carbonize	comment
0.00670389	Cackling Flames	comment
0.00663253	Magus of the Bazaar	comment
0.00663253	Glimpse the Unthinkable	comment
0.00652514	Despotic Scepter	comment
0.00637118	Crucible of Fire	comment
0.00631158	Maro	comment
0.00624846	Fierce Empath	comment
0.00623003	Fatestitcher	comment
0.00612412	Hull Breach	comment
0.00612412	Diminishing Returns	comment
0.00610849	Elfhame Palace	comment
0.00610181	Gaea's Skyfolk	implemented
0.00596176	Haunting Hymn	comment
0.00596083	Tectonic Instability	comment
0.00596083	Skizzik	comment
0.00596083	Ghitu Fire	comment
0.00584221	Glare of Subdual	comment
0.00584221	Arashi, the Sky Asunder	comment
0.00570808	Disrupting Scepter	comment
0.00568148	Dominus of Fealty	comment
0.00563331	Ancestor's Chosen	comment
0.00542833	Goblin Tinkerer	comment
0.00542479	Gilt-Leaf Ambush	comment
0.00526538	Sundering Vitae	comment
0.00521103	Rites of Flourishing	comment
0.00521103	Dawn Charm	comment
0.00518305	Fortune Thief	comment
0.00515892	Ancient Amphitheater	comment
0.0051394	Loyal Sentry	comment
0.00512666	Wistful Selkie	comment
0.00512666	Overbeing of Myth	comment
0.00510733	Mercy Killing	comment
0.0051052	Chaos Orb	comment
0.00505626	Serendib Efreet	implemented
0.00500733	Skyshroud Forest	comment
0.00500733	Rootwater Depths	comment
0.00495564	Yukora, the Prisoner	comment
0.00495564	Psychic Spear	comment
0.00495564	Nezumi Shortfang	comment
0.00495564	Manriki-Gusari	comment
0.00491473	Jhessian Lookout	implemented
0.00489943	Soul's Might	implemented
0.00486019	Disturbed Burial	comment
0.00485702	Wirewood Elf	comment
0.00485702	Thoughtbound Primoc	comment
0.00485702	Tephraderm	comment
0.00485702	Canopy Crawler	comment
0.00485702	Broodhatch Nantuko	comment
0.00485702	Avarax	comment
0.00477838	Changeling Berserker	comment
0.00476843	Spell Snip	comment
0.00476843	Rhox Charger	implemented
0.00476843	Knight of the Skyward Eye	comment
0.00476843	Cloudheath Drake	comment
0.00476347	Proteus Staff	comment
0.00471276	Kinsbaile Borderguard	comment
0.00471276	Gelid Shackles	comment
0.00468329	Boggart Shenanigans	comment
0.00466868	Smoldering Crater	comment
0.00462199	Quagnoth	comment
0.00457279	Sulfurous Blast	comment
0.00457279	Ashenmoor Gouger	implemented
0.00453001	O-Naginata	comment
0.00448325	Stromgald Crusader	comment
0.00448325	Crypt Creeper	comment
0.00443987	Phantom Centaur	comment
0.00443697	Ancient Hydra	comment
0.00440923	Panic	comment
0.00440656	Tower Above	comment
0.00440656	Kinsbaile Cavalier	implemented
0.00439547	Grim Poppet	comment
0.00439403	Incremental Blight	comment
0.0043926	Dromar's Charm	comment
0.00435009	Wall of Air	implemented
0.0043489	Aura Blast	comment
0.00430519	Stormscape Apprentice	comment
0.00430519	Crimson Acolyte	comment
0.00426214	Urza's Bauble	comment
0.00422089	Forsaken Wastes	comment
0.00422089	Ebony Charm	comment
0.00421952	Last Rites	comment
0.00417732	Vicious Hunger	comment
0.00409419	Pyromancer's Swath	comment
0.00409419	Ignite Memories	comment
0.00405457	Mogg Flunkies	comment
0.00405457	Dwarven Thaumaturgist	comment
0.00405325	Order of the White Shield	comment
0.00405325	Order of Leitbur	comment
0.00401272	Soul Snuffers	comment
0.00397389	Rage Weaver	comment
0.00397389	Lava Runner	comment
0.00397389	Firebrand Ranger	comment
0.00397259	Riverfall Mimic	comment
0.00397259	Noggle Hedge-Mage	comment
0.00397259	Noggle Bandit	comment
0.00397259	Crag Puca	comment
0.00397259	Clout of the Dominus	comment
0.00390827	Walk the Aeons	comment
0.00389481	Congregation at Dawn	comment
0.00389481	Carven Caryatid	comment
0.00384113	Winter Blast	comment
0.00384113	Vesuvan Doppelganger	comment
0.00384113	Time Elemental	comment
0.00384113	Siren's Call	comment
0.00384113	Reverse Damage	comment
0.00384113	Presence of the Master	comment
0.00384113	Magical Hack	comment
0.00384113	Ley Druid	comment
0.00384113	In the Eye of Chaos	comment
0.00384113	Floral Spuzzem	comment
0.00384113	Copy Artifact	comment
0.00379219	Argothian Pixies	comment
0.00374256	Snapback	comment
0.00372359	Transguild Courier	comment
0.00364277	Wirewood Savage	comment
0.0036314	Tainted Field	comment
0.00360081	Lava Burst	comment
0.003585	Warrior Angel	comment
0.003585	Seraph	comment
0.00352354	Scourglass	comment
0.00348831	Body Snatcher	comment
0.00346423	Threaten	comment
0.00346423	Nantuko Husk	comment
0.00343068	Razormane Masticore	comment
0.00341777	Godhead of Awe	implemented
0.00341777	Dreamborn Muse	comment
0.00339197	Oona's Grace	comment
0.0033847	Savage Hunger	comment
0.0033847	Lush Growth	comment
0.0033847	Dragon's Herald	comment
0.0033847	Bloodthorn Taunter	comment
0.00335085	Apocalypse	comment
0.00334976	Shatterstorm	comment
0.00334976	Genju of the Spires	comment
0.00332773	Tsabo's Decree	comment
0.00331626	Goblin Lore	comment
0.00329445	Dromar, the Banisher	implemented
0.00329445	Collective Restraint	comment
0.00322889	Pure Reflection	comment
0.00322889	Crusading Knight	comment
0.00321882	Wu Warship	comment
0.00321882	Water Elemental	comment
0.00321882	Wall of Water	comment
0.00321882	Spiny Starfish	comment
0.00321882	Slipstream Eel	comment
0.00321882	Skeleton Ship	comment
0.00321882	Segovian Leviathan	comment
0.00321882	Sea Troll	comment
0.00321882	Sea Sprite	comment
0.00321882	Sea Spirit	comment
0.00321882	Sea Snidd	comment
0.00321882	Sea Serpent	comment
0.00321882	Sea's Claim	comment
0.00321882	Sea Monster	comment
0.00321882	Sea Kings' Blessing	comment
0.00321882	Seafloor Debris	comment
0.00321882	Sand Squid	comment
0.00321882	Sandbar Serpent	comment
0.00321882	Sailmonger	comment
0.00321882	Remote Isle	comment
0.00321882	Reef Pirates	comment
0.00321882	Pirate Ship	comment
0.00321882	Phantasmal Terrain	comment
0.00321882	Merchant Ship	comment
0.00321882	Living Airship	comment
0.00321882	High Seas	comment
0.00321882	Gulf Squid	comment
0.00321882	Giant Shark	comment
0.00321882	Giant Octopus	implemented
0.00321882	Ghost Ship	comment
0.00321882	Electric Eel	comment
0.00321882	Dwarven Sea Clan	comment
0.00321882	Deep-Sea Serpent	comment
0.00321882	Coral Eel	implemented
0.00321882	Coral Atoll	comment
0.00321882	Aquitect's Will	comment
0.0031966	Stormbind	comment
0.00313299	Skittering Skirge	comment
0.00310166	Foil	comment
0.00306006	Windwright Mage	comment
0.00306006	Vectis Silencers	comment
0.00305424	Ray of Distortion	comment
0.00305424	Mirari	comment
0.00305424	Krosan Reclamation	comment
0.00305424	Hunting Pack	comment
0.00304476	Onyx Goblet	comment
0.00302946	Blood Cultist	comment
0.00300954	River Kelpie	comment
0.00300015	Yavimaya Elder	comment
0.00300015	Wishmonger	comment
0.00300015	Willbender	comment
0.00300015	Uyo, Silent Prophet	comment
0.00300015	Time of Need	comment
0.00300015	Thriss, Nantuko Primus	comment
0.00300015	Teferi's Moat	comment
0.00300015	Sosuke's Summons	comment
0.00300015	Sosuke, Son of Seshiro	comment
0.00300015	Snake Pit	comment
0.00300015	Shoreline Ranger	comment
0.00300015	Shelter	comment
0.00300015	Seshiro the Anointed	comment
0.00300015	Serpent Generator	comment
0.00300015	Sachi, Daughter of Seshiro	comment
0.00300015	Riptide Shapeshifter	comment
0.00300015	Ray of Command	comment
0.00300015	Quicksilver Dragon	comment
0.00300015	Pristine Angel	comment
0.00300015	Phelddagrif	comment
0.00300015	Patron of the Orochi	comment
0.00300015	Patagia Viper	comment
0.00300015	Orochi Sustainer	comment
0.00300015	Orochi Hatchery	comment
0.00300015	Noble Templar	comment
0.00300015	Matsu-Tribe Sniper	comment
0.00300015	Major Teroh	comment
0.00300015	Mageta the Lion	comment
0.00300015	Lay of the Land	comment
0.00300015	Glory	comment
0.00300015	Explosive Vegetation	comment
0.00300015	Elvish Aberration	comment
0.00300015	Darksteel Pendant	comment
0.00300015	Darksteel Ingot	comment
0.00300015	Coiling Oracle	comment
0.00300015	Captain Sisay	comment
0.00300015	Boa Constrictor	comment
0.00300015	Arcades Sabboth	comment
0.00297944	Inside Out	comment
0.00297015	Worm Harvest	comment
0.00294044	Merrow Bonegnawer	comment
0.00293949	Songs of the Damned	comment
0.00293949	Icatian Scout	comment
0.00293949	Death Spark	comment
0.00293949	Armored Griffin	comment
0.00285311	Tainted Pact	comment
0.00285218	Upheaval	comment
0.00279542	Nath of the Gilt-Leaf	comment
0.00276747	Sighted-Caste Sorcerer	comment
0.00274069	Conflagrate	comment
0.00271239	Squall Line	comment
0.00263933	Kher Keep	comment
0.00257946	Torrent of Souls	comment
0.00255367	Creakwood Liege	implemented
0.00252813	Tsunami	comment
0.00252813	Psionic Blast	comment
0.00252813	Lifeforce	comment
0.00250366	Thrull Surgeon	comment
0.00250366	Stronghold Assassin	comment
0.00250366	Mogg Hollows	comment
0.00250366	Anarchist	comment
0.00248306	Reinforcements	comment
0.00247782	Akuta, Born of Ash	comment
0.00242851	Barkhide Mauler	comment
0.00238018	Luminesce	comment
0.00235638	Mirrorweave	comment
0.0022409	Dark Banishing	comment
0.0022409	Barbed Sextant	comment
0.00221921	Strangling Soot	comment
0.00221921	Funeral Charm	comment
0.00221921	Darkness	comment
0.00221849	Simoon	comment
0.00221849	Rith, the Awakener	implemented
0.0021963	Yawgmoth's Agenda	comment
0.00217505	Feldon's Cane	comment
0.00213107	Vexing Arcanix	comment
0.00213107	Storm Shaman	comment
0.00213107	Essence Filter	comment
0.00211045	Necratog	comment
0.00208866	Stromgald Cabal	comment
0.00208866	Spawning Pool	comment
0.00208866	Skittering Horror	comment
0.00208866	Rapid Decay	comment
0.00208866	Eradicate	comment
0.00202729	Final Fortune	comment
0.00202663	Reprisal	comment
0.00202663	Arenson's Aura	comment
0.0019863	Cloak and Dagger	comment
0.00190865	Story Circle	comment
0.00159279	Dragon Roost	implemented
0.00153003	Tortoise Formation	comment
0.00153003	Puppet Conjurer	comment
0.00153003	Obelisk of Esper	comment
0.00153003	Gustrider Exuberant	comment
0.00153003	Filigree Sages	comment
0.00153003	Esper Battlemage	implemented
0.00151473	Topan Ascetic	comment
0.00151473	Rockslide Elemental	comment
0.00151473	Immortal Coil	comment
0.00151473	Godtoucher	comment
0.00151473	Goblin Mountaineer	implemented
0.00151473	Goblin Deathraiders	implemented
0.00151473	Demon's Herald	comment
0.00151473	Deathgreeter	comment
0.00151473	Bloodpyre Elemental	comment
0.00148459	Zoetic Cavern	comment
0.00148459	Word of Seizing	comment
0.00148459	Shinka, the Bloodsoaked Keep	comment
0.00148459	Orcish Settlers	comment
0.00148459	Lightning Surge	comment
0.00148459	Keldon Necropolis	comment
0.00148459	Jeska, Warrior Adept	comment
0.00148459	Hearth Kami	comment
0.00148459	Frostling	comment
0.00148459	Ashling the Pilgrim	comment
0.00146974	Winter's Night	comment
0.00146974	Wings of Aesthir	comment
0.00146974	Whirling Catapult	comment
0.00146974	Soul Kiss	comment
0.00146974	Ruins of Trokair	comment
0.00146974	Righteous Fury	comment
0.00146974	Portent	comment
0.00146974	Orcish Farmer	comment
0.00146974	Kjeldoran Elite Guard	comment
0.00146974	Errantry	comment
0.00146974	Enervate	comment
0.00146974	Combat Medic	comment
0.00146974	Cloak of Confusion	comment
0.00146974	Carapace	comment
0.00146974	Aysen Crusader	comment
0.00146974	Aysen Bureaucrats	comment
0.00146974	Armor of Faith	comment
0.00142609	Darkwater Catacombs	comment
0.00138373	Bant Battlemage	comment
0.0013699	Ishan's Shade	comment
0.00130276	Time Stop	comment
0.00130276	Saltcrusted Steppe	comment
0.00130276	Legacy Weapon	comment
0.00130276	Glamerdye	comment
0.00130276	Diviner's Wand	comment
0.00130276	Abundance	comment
0.00127683	Spitting Image	comment
0.00126406	Forcefield	comment
0.00126406	City in a Bottle	comment
0.00123891	Rend Spirit	comment
0.00123891	Rend Flesh	comment
0.00123891	Genju of the Fens	comment
0.00112045	Lava Tubes	comment
0.00109815	Dromar's Cavern	comment
0.00106553	Primitive Justice	comment
0.00106553	Monsoon	comment
0.00105488	Woodripper	comment
0.00105488	Visara the Dreadful	implemented
0.00105488	Urborg Shambler	comment
0.00105488	Symbiotic Wurm	comment
0.00105488	Stronghold Taskmaster	comment
0.00105488	Phantom Nishoba	comment
0.00105488	Petradon	comment
0.00104433	Thrashing Wumpus	comment
0.00104433	Thran Lens	comment
0.00101331	Spirit Link	comment
0.00101331	Energy Storm	comment
0.00100318	Syphon Life	comment
